ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	発表ﾌﾟﾚﾐｱﾑ	売却側企業 営業利益(損失)	買収側企業 営業利益(損失)	ﾀｰｹﾞｯﾄ企業 営業利益(損失)	買収側企業 内部留保率	買収側企業 利付き負債(米国以外)	買収側企業 利子負担率	買収側企業 有利子負債	買収側企業 流動負債/総資本	買収側企業 現金比率	買収側企業 総負債/自己資本	買収側企業 財務ﾚﾊﾞﾚｯｼﾞ	ﾀｰｹﾞｯﾄ企業 内部留保率	ﾀｰｹﾞｯﾄ企業 利付き負債(米国以外)	ﾀｰｹﾞｯﾄ企業 利子負担率	ﾀｰｹﾞｯﾄ企業 有利子負債	ﾀｰｹﾞｯﾄ企業 流動負債/総資本	ﾀｰｹﾞｯﾄ企業 現金比率	ﾀｰｹﾞｯﾄ企業 総負債/自己資本	ﾀｰｹﾞｯﾄ企業 財務ﾚﾊﾞﾚｯｼﾞ
ＵＦＪ東京ビル	三菱地所	ＵＦＪホールディングス	1362.78		-2553.11	2116.73		69.4114		90.9694		10.9088	0.263672	216.565	3.32622								
Mitsubishi-Tokyo Pharmaceuticals Inc	三菱ウェルファーマ	三菱ケミカル	1357.66		177.679	341.813		73.2977		99.6875		18.5515	0.231792	28.7544	1.35558								
シーエフアイ	ｱｻﾋｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ	伊藤忠商事	1353.91		2211.31	1266.53		44.9077		91.6403		37.2272	0.0318796	192.699	2.74401								
愛知県有料道路8路線運営権	複数買収者	愛知道路公社	1346.96																				
フジタ	複数買収者		1344.53				46.7663									100		122.243		76.7305	0.345214	-1836.83	
ﾆｭｰｼﾃｨ･ﾚｼﾞﾃﾞﾝｽ投資法人	大和ハウスリート投資法人		1330.59			211.468	35.1689			90.4563			0.62523	83.9369	1.83518			127.203				139.358	2.30717
千代田火災海上保険	あいおいニッセイ同和損害保険		1325.84	-9.08		321.547	133.402							361.313	5.02408							524.006	7.02806
大和団地	大和ハウス工業		1324.22	-9.47		3368.76	32.7889	61.0962		96.7884		25.3086	0.330454	172.155	2.7174			187.982		64.0294	0.0796693	520.992	6.11617
ジャパンケーブルネット	ジュピターテレコム	ＫＤＤＩ	1315.62		9739.8	895.268		58.7704				18.7636	0.727544	72.4719	1.82457								
Minamigata Enterprise Co	ベネッセホールディングス		1312.64			123.47				67.2358		32.4509	0.888821	216.002	3.12488								
大樹生命保険	Consortium		1302.76				65.0319									100						1265.38	14.1602
プレサンスコーポレーション	オープンハウス		1300.51	21.71		576.307	280.748	84.1018		97.1943		31.0547	1.24058	143.496	2.73009	90.581		97.2579		30.2662	1.11623	92.0535	2.27047
富士フイルムビジネスイノベーション株式会社	富士フイルムホールディングス	ｾﾞﾛｯｸｽ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	1300		252	1560.93	199.78	77.9371		96.1471		20.1815	0.551171	60.1953	1.65252					39.0704	0.236135	66.1057	1.54246
ＫＥホールディングス	ＭＡＧねっとホールディングス		1285.17			-0.650256				100.763		129.442	0.0407023	-361.622									
みずほ証券/旧	みずほ証券		1273.46			970.564		100			101023			1627.29	18.4761								
ケネディクス	三井住友ファイナンス＆リース		1270.29	31.28		395.163	130.45	62.3338			51072.4			817.514	9.84759	78.227			822.672			92.8821	1.86245
ＵＳＥＮ	プライベート･インベスター		1262.1				90.4577									91.7258		97.2761		34.6346	0.453748	149.247	2.85
インテックホールディングス	ＴＩＳ		1253.54	5.92			83.7709			98.1288						80.1327		88.6669		31.3825	0.0889268	169.556	2.91477
ｶﾙﾁｭｱ･ｺﾝﾋﾞﾆｴﾝｽ･ｸﾗﾌﾞ	ＭＭホールディングス		1250.8	27.9			167.059									81.9713		97.0107		58.397	0.0321968	156.61	2.58463
ＪＳＡＴ	スカパーＪＳＡＴ		1248.84	-8.41			90.676			100.806						65.9863		88.8473		9.71687	0.519775	88.5046	1.96579
芝パークビル	ダヴィンチ・ホールディングス	ﾓﾙｶﾞﾝ･ｽﾀﾝﾚｰ	1247.6		14418	-1209.06				113.414		56.1944	0.124757	-5427.99	424.881								
糖尿病治療薬4剤	帝人	武田薬品工業	1247.07		4803.99	518.17				84.1392		29.9157	0.548888	149.41	2.54451								
"みずほリアルティOne,みずほ不動産投資顧問,みずほリートマネジメント"	ヒューリック	Aetos Capital LLC	1244.92			942.592		61.9375		90.9296		4.33182	1.11619	314.559	4.01404								
"ジェイティエースター,ジャパンビバレッジホールディングス,Brands/Roots & Momono Tennensui,ジャパンビバレッジエコロジー"	サントリー食品インターナショナル	日本たばこ産業	1234.67		4357.2	901.983		53.842		97.5271		28.3643	0.375073	91.4219	2.04219								
飯田産業	一建設		1222.52	13.14		317.993	171.147	85.8856		96.2386		56.7867	0.234266	160.216		80.0604		95.8859		48.5024	0.564257	136.698	2.3593
Jist Co	システムソフト	カテナ	1220.28		12.1953	-2.32843				98.2575		8.39874	4.78436	26.0983	1.22002								
芝パークビル	複数買収者	ダヴィンチ・ホールディングス	1211.18		-1209.06																		
AIG大手町ビル	日本生命保険	ｱﾒﾘｶﾝ･ｲﾝﾀｰﾅｼｮﾅﾙ･ｸﾞﾙｰﾌﾟ(AIG)	1200		-5836	4669.57		100						890.021	11.3343								
IYG Holding Co	セブン‐イレブン･ジャパン	イトーヨーカ堂ＳＨＣ	1198.79							98.8268													
阪神電気鉄道	阪急阪神ホールディングス		1190.12	-11.18		19.4888	233.631			1358.11		14.5217	0.0723718	197.318	2.88251	29.5615		83.0554		15.8747	0.0734119	233.711	
"1-8-10 Jingumae Building/Tokyo,6-31-17 Jingumae Building/Tokyo,6-12-18 Jingumae Building/Tokyo,5-3-2 Minami-Aoyama Building/Tokyo,5-3-27 Minami-Aoyama Building/Tokyo"	複数買収者	Veloqx Pte Ltd	1174.96																				
日興アセットマネジメント	三井住友信託銀行	"シティグループ,Investor Group"	1173.28			1479.96	83.1374	61.7296	476591					2575.92	26.2766	70.008		99.8671		19.5282	2.44149	30.2921	1.33669
富山化学工業	富士フイルムホールディングス		1157.04	26.43		1560.93		77.9371		96.1471		20.1815	0.551171	60.1953	1.65252			54.9451					
カルピス	ｱｻﾋｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ	味の素	1152.74		941.482	1266.53		44.9077		91.6403		37.2272	0.0318796	192.699	2.74401			99.1807					
ファーストクレジット	三井住友信託銀行	ﾛｰﾝ･ｽﾀｰ･ｸﾞﾛｰﾊﾞﾙ･ｱｸｲｼﾞｯｼｮﾝｽﾞ	1135.3			1479.96	-68.8204	61.7296	476591					2575.92	26.2766				2108.61			2401.89	13.4744
ミレニアムリテイリング	ｾﾌﾞﾝ&ｱｲ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	野村ホールディングス	1128.13		2175.95	3458.91		51.3929		94.168		40.0533	0.786776	154.197	2.45569								
Silicon Wafer Operation Unit	三菱マテリアル	住友金属工業	1125.3		973.361	250.61		73.1798		93.2811		42.192	0.146086	260.65	3.74481								
日本取引所グループ	東京証券取引所グループ		1122.21	22.65		116.079	682.043	69.3868				60.8231	0.322296	175.052	3.4875	29.0296		99.881		99.3999	0.00377641	18590.1	205.549
Vascular closure and electrophysiology businesses	テルモ	"ｱﾎﾞｯﾄﾗﾎﾞﾗﾄﾘｰｽﾞ,ｾﾝﾄ･ｼﾞｭｰﾄﾞ･ﾒﾃﾞｨｶﾙ"	1120			928.086		71.6351		97.9924		15.6429	0.950148	57.7276	1.6088								
ﾕｰｴﾌｼﾞｪｲｾﾝﾄﾗﾙﾘｰｽ	三菱HCキャピタル		1119.55	5.6		676.703	166.854	58.9228			42715.4			641.778	7.74444	92.78			7950.97			1755.89	23.1513
忠実屋	ダイエー		1111.4	4.4		-75.2856				107.136		30.2124	0.153555	197.802	2.80719								
みずほ信託銀行	みずほフィナンシャルグループ		1103.6	0.29		5059.09	437.206	59.575	1811950					2335.94	24.7182	49.9537	42351.3					894.252	10.8525
イズミヤ	ｴｲﾁ･ﾂｰ･ｵｰ ﾘﾃｲﾘﾝｸﾞ		1102.69	16.59		-41.8642	35.789			119.642		29.4804	0.270908	173.011	2.55928	2.11132		60.211		24.0158	0.144299	140.455	2.39896
第一中央汽船	商船三井		1100.58			-50.0238	-120.586	80.076		94.3782		19.9266	0.207719	241.122	3.8335			136.542		30.0111	0.557029	-472.158	
池田泉州銀行	泉州銀行		1098.99	3.89		23.4634	47.1713		23034.3					2662.5	29.9711	29.8237	48251.4					2325.03	23.9011
バンダイ	セガ		1080.34							87.1738													
東急百貨店	東急		1079.14	6.87		-298.634				181.146		27.8049	0.0667629	245.392	3.43525								
ダイエー	複数買収者		1064.85				-75.2856											107.136		30.2124	0.153555	197.802	2.80719
Tokyu Freight Service Co Ltd	ＳＢＳロジコム		1061.81																				
ＵＦＪつばさ証券	ＵＦＪホールディングス		1059.87			-2553.11	154.719		680323					-33339.6		67.1826			42318.7			1893.36	17.8411
福岡 ヤフオク!ドーム	ソフトバンクグループ	シンガポール政府投資公社	1055.18			76714.2		98.1258		95.1571		28.1767	0.525936	347.819	5.48523								
東京三菱証券	三菱ＵＦＪ証券ホールディングス	三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ	1053.84		9938.88	665.016	-48.4501	67.0668			230478			4683.59	47.773				11461.1			968.948	
日本酸素ホールディングス株式会社	三菱ケミカルホールディングス		1051.84	27.07		300.709	785.26			81.382		28.2285	0.26626	300.571	4.32957	76.4806		87.7352		17.7542	0.279303	251.848	3.88943
アーネストワン	一建設		1049.53	11.25		317.993	219.015	85.8856		96.2386		56.7867	0.234266	160.216		77.5758		99.2856		30.0007	1.14303	43.9831	1.45938
近鉄百貨店	近鉄グループホールディングス		1048.42			-585.938	-19.073			121.639		29.9637	0.131395	504.236	5.5139			112.242		65.9658	0.0690045	266.852	3.50319
三菱ＵＦＪニコス	三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ		1048.13			9938.88	-150.893	58.5806	2806030					2033.96	21.2251				7534.91			1006.59	9.96876
テーオーシー	ダヴィンチ・ホールディングス		1046.15	30.91		-1209.06	53.0047			113.414		56.1944	0.124757	-5427.99	424.881	76.9305		99.501		5.80074	4.93094	20.2161	1.22904
カーマ	ダイキ		1044.18	-6.89						94.349								96.9486					
三洋化成工業	日本触媒		1043.51	3.27		-150.185	112.556			112.065		19.2423	0.400452	46.5988	1.4869	54.4493		99.6071		23.616	0.511596	37.5671	1.39718
パワードコム	ＫＤＤＩ		1032.62			9739.8		57.8619		99.2469		33.3771	0.235604	110.844	2.19982								
ダイアモンド信用保証	三菱ＵＦＪ銀行		1029.29			4064.65		26.0033	2385250					2284.54	23.3485								
マルハニチロ食品	マルハニチロホールディングス		1028.32	-1.48		106.104		51.4855		73.9166		51.3538	0.0571686	543.822	7.02698			87.1756					
6 Logi Port buildings	ラサールロジポート投資法人	ワンエム・ロジスティクス	1026.27			105.068				92.3234			1.57655	79.4577	1.80979								
みずほ銀行大手町本部	東京建物	みずほフィナンシャルグループ	1025.73		5059.09	465.046		69.7437		89.7147		13.5334	0.248543	314.747	4.17165								
"Nippon Paint Chengdu Co Ltd,Nippon Paint China Co Ltd,Nippon Paint HK Co Ltd,Guangzhou Nippon Paint Co Ltd"	日本ペイントホールディングス	ウセラムホールディングス	1021.05			814.569		67.6604		94.6703		19.5339	0.897258	161.081	2.75927								
日本信託銀行	三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ		1013.06			9938.88	18.6951	58.5806	2806030					2033.96	21.2251		3539.53					2491.21	20.7136
池袋・船橋駅ビル	東武鉄道	TDSﾌﾟﾛﾊﾟﾃｨ･ﾌｧﾝﾃﾞｨﾝｸﾞ	1008.42			-128.073				-54.7666		23.6427	0.113462	276.297	3.66635								
ﾌﾞﾗｲﾄｽﾀｰ	Potential Buyer	ソフトバンクグループ	1000		76714.2																		
Treasure Data Inc	Potential Buyer	ソフトバンクグループ	1000		76714.2																		
大江戸温泉物語	Potential Buyer	ﾍﾞｲﾝ･ｷｬﾋﾟﾀﾙ･ﾌﾟﾗｲﾍﾞｰﾄ･ｴｸｲﾃｨ	1000																				
ヨークベニマル	ｾﾌﾞﾝ&ｱｲ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ		999.61	5.13		3458.91		51.3929		94.168		40.0533	0.786776	154.197	2.45569			99.9263					
ニッセイ・ウェルス生命保険	日本生命保険	ﾏｻﾁｭｰｾｯﾂ･ﾐｭｰﾁｭｱﾙ･ﾗｲﾌｲﾝｼｭｱﾗﾝｽ	986.93		272	4669.57	777.921	100						890.021	11.3343	100						1676.15	22.291
阪急阪神不動産	阪急阪神ホールディングス		983.84	26.06		19.4888				1358.11		14.5217	0.0723718	197.318	2.88251								
日産火災海上保険	損害保険ジャパン日本興亜		972.46	-2.66		1979.52	-425.991							566.26	6.79377							810.114	6.64181
信託受益権	野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人		967.15			102.272				73.8892			0.361651	102.131	1.94892								
三菱ＵＦＪニコス	三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ		965.53	2.71		9938.88	-150.893	58.5806	2806030					2033.96	21.2251				7534.91			1006.59	9.96876
ハートフォード生命保険	オリックス	ﾊｰﾄﾌｫｰﾄﾞ･ﾌｧｲﾅﾝｼｬﾙ･ｻｰﾋﾞｼｽﾞ･ｸﾞﾙｰﾌﾟ	963		2356	2441.42	469.425	50.0437			66315.8			345.388	4.42217							1127.85	
みずほ銀行本店	ファースト・ユー・ホールディング	みずほフィナンシャルグループ	961.63		5059.09																		
Tokyo headquarter building/Nippon Express	Potential Buyer	日本通運	960.89		736.726																		
トヨタ車体	トヨタ自動車		960.05	14.64		20731.6		70.1135		98.9066		34.5245	0.434115	163.017	2.65331			100.537					
東芝セラミックス	複数買収者		953.38	5.1			45.4878									70.3241		95.1649		39.2727	0.0554545	113.16	2.13409
日本債券信用銀行	Consortium	日本	950.77																				
ペンタックス	ＨＯＹＡ		945.34	22.36		1500.47	48.3611	73.3072		98.7024		15.4238	2.57423	26.2904	1.2485	74.958		77.9875		44.6343	0.41645	247.322	3.38104
大手町パークビルディングの一部	複数買収者	三菱地所	939.21		2116.73																		
ライフ	アイフル		937.54			170.305	-116.48	97.3803			4166.61			491.675	6.34769				5956.03			2537.24	27.1065
Main building	三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ	三菱地所	937.1		2116.73	9938.88		58.5806	2806030					2033.96	21.2251								
山陽特殊製鋼	日本製鉄		936.53			-476.401	-51.8161			91.3944		23.3872	0.267363	160.962	2.78045			57.7778		31.1999	0.254295	78.183	1.81447
アトリウム	クレディセゾン		928.28			650.668		80.5297			21964.5			541.873	6.66226			106.733					
菱重プロパティーズ	西日本旅客鉄道	三菱重工業	923.9		266.58	-2316.24				110.589		16.9747	0.355632	295.859	3.42715								
ＳＭＢＣコンシューマーファイナンス	三井住友ﾌｨﾅﾝｼｬﾙｸﾞﾙｰﾌﾟ		920.36	47.98		6707.19	267.337	49.2251	1896770					1950.3	20.5074	100			6294.46			432.08	5.31819
日本アジアグループ	オフィスサポート		914.06	56.69			21.866											54.792		30.8137	0.38077	610.608	7.15719
ｵﾊﾞｺ	山陽特殊製鋼	日本製鉄	910.96		-476.401	-51.8161	62.4736			57.7778		31.1999	0.254295	78.183	1.81447	100		37.7811		27.9079	0.252774	549.869	6.36076
"株式会社林原,林原生物化学研究所,林原商事"	長瀬産業		910.27			206.736		69.7753		96.5029		32.1797	0.238936	91.6491	1.97172								
光ネットワーク・カンパニー事業	ＫＤＤＩ	東京電力ホールディングス	910		1353.27	9739.8		57.8619		99.2469		33.3771	0.235604	110.844	2.19982								
日本セメント	太平洋セメント		906.62	0		600.04	53.9837	84.6432		95.4953		29.192	0.237578	114.118	2.28862					39.9507	0.424041	295.021	3.69925
ラサール ジャパン投資法人	日本都市ファンド投資法人		906.62	-1.45		257.773	26.6824	5.71739		89.518			0.885719	98.1366	2.02307			53.5675				138.862	2.38298
ダイビル	商船三井		901.27	4.08		-50.0238	114.15	80.076		94.3782		19.9266	0.207719	241.122	3.8335	70.0249		91.7857		7.0127	0.678805	137.018	2.41925
Over-the-counter business	Potential Buyer	第一三共	900		601.786																		
日本電産モビリティ	日本電産	オムロン	892.86		589.381	1509.4		71.2336		97.1077		27.91	0.353482	104.201	2.14284								
土地及び建物	三井不動産プライベートリート投資法人		891.81																				
ロジネクストユニキャリア	複数買収者	"日立建機,日産自動車,INCJ"	887.24																				
14 properties/Japan	投資法人みらい	"ヒューリック,東品川2特定目的会社,カッシーニ・ファンド,シンジュクイースト,TSMX99 GK,三日月合同会社,フロントアベニュー・ベータ合同会社,フロントアベニュー・アルファ"	886.49			42.0557		0.0181332		91.5186			0.63063	111.091	2.1337								
本社ビル	複数買収者	ＳＭＢＣコンシューマーファイナンス	879.39		267.337																		
Sheraton Grande Tokyo Bay Hotel	複数買収者	ﾌｫｰﾄﾚｽ･ｲﾝﾍﾞｽﾄﾒﾝﾄ･ｸﾞﾙｰﾌﾟ	869.59		237.068																		
テーオーシー	オオタニファンド		864.84	7.4			53.0047									76.9305		99.501		5.80074	4.93094	20.2161	1.22904
電通本社ビル	Potential Buyer	電通グループ	859.07		-1353.53																		
総合メディカルホールディングス	複数買収者		858.9	23.51			48.8084									74.6765		97.6082		34.8322	0.333947	143.053	2.45682
パナソニックホームズ	パナソニック		847.67	18.87		2635.17	109.599	71.7308				40.9566	0.56813	157.229	2.84506	53.3272		99.0917		36.0755	0.226425	80.3363	1.86991
ミドリ十字	三菱ウェルファーマ		847.53	19.07		341.813	24.0571	73.2977		99.6875		18.5515	0.231792	28.7544	1.35558					41.6831	0.325614	115.086	
日本アジアグループ	オフィスサポート		845.23	-16.45			21.866											54.792		30.8137	0.38077	610.608	7.15719
株式会社十八親和銀行	ふくおかﾌｨﾅﾝｼｬﾙｸﾞﾙｰﾌﾟ		842.89			570.015	0.716917	63.8094	238098					2769.24	29.0195		54671.3					2122.62	22.5411
関西アーバン銀行	りそなホールディングス		842.15			1801.38	87.3968	61.1684	621753					3071.27	30.5288	32.5258	39061					2134.93	27.2077
ホーマック	ダイキ		840.55	2.92						94.349								96.6881					
東邦チタニウム	ＥＮＥＯＳホールディングス		839.72			1801.53	29.5728	37.8007		93.2769		33.1923	0.152377	228.215	3.46626			118.317		29.488	0.0942778	105.331	1.92813
日鉄日新製鋼	日本製鉄		839.02	22.67		-476.401	160.669			91.3944		23.3872	0.267363	160.962	2.78045	74.7042		121.476		37.673	0.0742148	200.715	3.18468
Japan Beverage Inc	Potential Buyer	ｱｻﾋｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ	837.94		1266.53																		
